date,park,alert name,description,event type,road name,vehicle impact,event start date,alert_id,region,alpha,State
5/8/2024,Great Smoky Mountains National Park,Roads closed for the season,"Due to snow, ice, and other hazardous weather events, many park roads are closed in the winter season.",incident,"['Heintooga to Round Bottom Road', 'Heintooga Ridge Road', 'Parson Brand Road', 'Rich Mountain Road']",all-lanes-closed,2023-11-01T17:00:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
5/8/2024,Great Smoky Mountains National Park,Roads closed for the season,"Due to snow, ice, and other hazardous weather events, many park roads are closed in the winter season.",incident,"['Heintooga to Round Bottom Road', 'Heintooga Ridge Road', 'Parson Brand Road', 'Rich Mountain Road']",all-lanes-closed,2023-11-01T17:00:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
5/22/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
5/22/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
5/22/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
5/22/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/6/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/6/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/6/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/6/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/17/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/17/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/17/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/17/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
6/28/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/2/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/2/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/2/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/2/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/3/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/10/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/10/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/10/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/10/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/16/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/16/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/16/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/16/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/23/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/23/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/23/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/23/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/24/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/24/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/24/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/24/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/30/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/30/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/30/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/30/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/31/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/31/2024,Great Smoky Mountains National Park,Lakeview Drive,Road construction on Lakeview Drive funded by Great American Outdoors Act,work-zone,['Lakeview Drive'],some-lanes-closed,2024-04-08T15:09:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/31/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
7/31/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/7/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/7/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/13/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/13/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/14/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/14/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/16/2024,Great Smoky Mountains National Park,Gatlinburg Bypass,Bypass closed between Aug 21 and Aug 25 for bridge rehabilitation. Campbell Lead Road and Gatlinburg Bypass will be open and accessible from the Spur.,work-zone,['Gatlinburg Bypass at Newfound Gap Road'],all-lanes-closed,2024-08-21T20:35:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/16/2024,Great Smoky Mountains National Park,Gatlinburg Bypass,Bypass closed between Aug 21 and Aug 25 for bridge rehabilitation. Campbell Lead Road and Gatlinburg Bypass will be open and accessible from the Spur.,work-zone,['Gatlinburg Bypass at Newfound Gap Road'],all-lanes-closed,2024-08-21T20:35:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/16/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/16/2024,Great Smoky Mountains National Park,Newfound Gap Road near Gatlinburg,Road construction on two-mile section of Newfound Gap Road,work-zone,['Newfound Gap Road'],alternating-one-way,2024-04-15T15:18:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/22/2024,Great Smoky Mountains National Park,Gatlinburg Bypass,"Bypass closed between Gatlinburg Scenic Overlook and Newfound Gap Road for bridge construction from Wednesday, August 21 at 8 p.m. until Sunday, August 25 at 8 p.m. The overlook and Campbell Lead Road will remain open.",work-zone,['Gatlinburg Bypass at Newfound Gap Road'],all-lanes-closed,2024-08-21T20:35:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/22/2024,Great Smoky Mountains National Park,Gatlinburg Bypass,"Bypass closed between Gatlinburg Scenic Overlook and Newfound Gap Road for bridge construction from Wednesday, August 21 at 8 p.m. until Sunday, August 25 at 8 p.m. The overlook and Campbell Lead Road will remain open.",work-zone,['Gatlinburg Bypass at Newfound Gap Road'],all-lanes-closed,2024-08-21T20:35:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/22/2024,Great Smoky Mountains National Park,Single-lane closures on Newfound Gap Road,Construction on Newfound Gap Road between Gatlinburg and Park HQ. Expect delays during lane-closures and drive safely in work zones.,work-zone,['Newfound Gap Road'],some-lanes-closed,2024-04-15T18:38:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
8/22/2024,Great Smoky Mountains National Park,Single-lane closures on Newfound Gap Road,Construction on Newfound Gap Road between Gatlinburg and Park HQ. Expect delays during lane-closures and drive safely in work zones.,work-zone,['Newfound Gap Road'],some-lanes-closed,2024-04-15T18:38:00Z,aa43d898-6fea-4d90-2cc1-08d4c7ad36e2,SER,GRSM,"TN,NC"
2/5/2024,Guadalupe Mountains National Park,Williams Ranch Road Closure,Road closed due to severe flood damage.,incident,['Williams Ranch Rd.'],all-lanes-closed,2023-02-01T08:20:00Z,No end date,IMR,GUMO,TX
2/5/2024,Guadalupe Mountains National Park,Williams Ranch Road Closure,Road closed due to severe flood damage.,incident,['Williams Ranch Rd.'],all-lanes-closed,2023-02-01T08:20:00Z,No end date,IMR,GUMO,TX
3/4/2024,Guadalupe Mountains National Park,Williams Ranch Road Closure,Road closed due to severe flood damage.,incident,['Williams Ranch Rd.'],all-lanes-closed,2023-02-01T15:20:00Z,,IMR,GUMO,TX
3/4/2024,Guadalupe Mountains National Park,Williams Ranch Road Closure,Road closed due to severe flood damage.,incident,['Williams Ranch Rd.'],all-lanes-closed,2023-02-01T15:20:00Z,,IMR,GUMO,TX
4/2/2024,Guadalupe Mountains National Park,Williams Ranch Road Closure,Road closed due to severe flood damage.,incident,['Williams Ranch Rd.'],all-lanes-closed,2023-02-01T15:20:00Z,a44eadde-41ec-4499-2cc7-08d4c7ad36e2,IMR,GUMO,TX
4/2/2024,Guadalupe Mountains National Park,Williams Ranch Road Closure,Road closed due to severe flood damage.,incident,['Williams Ranch Rd.'],all-lanes-closed,2023-02-01T15:20:00Z,a44eadde-41ec-4499-2cc7-08d4c7ad36e2,IMR,GUMO,TX
