id,url,title,parkCode,description,category,relatedRoadEvents,lastIndexedDate,Road_Closure_Human,,
92DFEDDC-9091-44BA-9C49-4240D319B8C4,,Fort Donelson NB Park Fall Hours,fodo,Visitor Access to Fort Donelson NB Park Lands: Pedestrian Access is from sunrise to sunset. Automobile Access to Fort Donelson NB Park Roads 8:00 am – 6:00 p.m. daily.,Information,[],00:00.0,no,,
E2D20F4C-F83F-4D1C-A399-64DE0B668CC0,,Walking Bridge Construction,pagr,"Due to safety concerns, the footbridge crossing the Passaic River has been removed and is pending replacement.",Park Closure,[],00:00.0,no,,
D354C974-89D8-4A1A-ADC1-A79ED537B482,,Closure of Mary Ellen Kramer Park,pagr,"Due to construction projects for the water main break and bridge reconstruction, Mary Ellen Kramer Park is closed.",Park Closure,[],00:00.0,no,,
97774900-DE74-448F-B7F2-B316EF2383E5,,Upper Cliff Dwelling Tour Reservations Start October 1st,tont,"Starting on Wednesday, October 1st, we will be taking Phone-only reservations for our ranger led tours. Reservations made before October 1st will not be accepted. Please call (928) 467-2241 to reserve your spot.",Information,[],00:00.0,no,,
BF786513-04CA-4234-8A9F-A3581363D747,https://www.nps.gov/olym/planyourvisit/current-road-conditions.htm,North Shore Quinault Road Open Effective 9/13/25,olym,The North Shore Quinault Rd is now open to single lane traffic. Graves Creek and North Fork areas are now accessible. The South Shore Rd remains closed outside of park boundary. See alert.,Information,[],00:00.0,yes,,
4D18B12B-E625-4D7C-825A-C779A6EACCA5,https://www.co.jefferson.wa.us/CivicAlerts.aspx?AID=1478,South Shore Quinault Road Closed Outside of Park Boundary,olym,South Shore Road – which is maintained by Jefferson County – is closed due to a major wash-out. The Graves Creek and North Fork Trailheads and Campgrounds can be reached via N Shore Rd.,Information,[],00:00.0,yes,,
0927C7D3-61A1-406F-B115-5881E53D05CC,,Alcove House Closures,band,"Ladder replacement work has begun on the Alcove House. Temporary closures will be in effect, check with Visitor Center Staff for up-to-date information. Trail access to the Alcove House and beyond to Frijoles Canyon will remain open with temporary delays.",Park Closure,[],00:00.0,no,,
10941525-9761-47FE-B4E7-D9E141F4DF0C,https://www.recreation.gov/ticket/facility/10088103,Cave Tour Reservations,jeca,Advance cave tour reservations up until October 31st are available. Book ahead. Reservations full? Choose a day to come early to the park as close to opening as possible to purchase a same day cave tour ticket at the park.,Information,[],00:00.0,no,,
08FD4C32-0851-4EFD-811E-FF9740E965FB,https://www.nps.gov/dena/planyourvisit/shoulder-season.htm,Road Open To: Mile 30 (Teklanika River),dena,"The Denali Park Road is open to Mile 30, Teklanika River. Please stay alert for heavy equipment traveling on the park road.",Information,[],00:00.0,no,,
A5DD72E9-30A8-4605-BAF2-F019B7F72023,,Trails Not Maintained During Winter,rira,Trails at River Raisin National Battlefield Park are not maintained during winter months. Please use caution.,Caution,[],00:00.0,no,,
7AC60BAF-D4C0-4CDD-A83A-F5FA059FA1AC,https://www.michigan.gov/dnr/things-to-do/hunting/hunting-season-calendar,Fall Hunting Seasons,slbe,"Michigan has many designated hunting seasons for different animals. Several of these hunting seasons overlap and begin mid-September. Hunting is permitted within Sleeping Bear Dunes National Lakeshore in accordance with Michigan state laws and regulations. Hunting is not permitted within 450 feet of popular sites within the park, which are listed in the Superintendent's Compendium. Wearing brightly colored clothing is recommended for visitors.",Information,[],00:00.0,no,,
F5ED1868-7AAB-4BB5-AB7F-5198A5B9B747,,New Park Hours,puhe,"Starting October 5, 2025, the new hours of operation at Puʻukoholā Heiau National Historic Site will be 8:30am –4:30pm. The parking lot gate will close at 4:00pm.",Information,[],00:00.0,no,,
3021E1EE-9EBB-4A37-9F34-524CD317DB20,https://www.leesburgva.gov/departments/capital-projects/current-projects/parks-recreation-projects/veterans-park-at-balls-bluff,"Trail Closure at Veterans Park at Balls Bluff (Leesburg, Virginia)",pohe,"Veterans Park in Leesburg, Virginia, is closed for park improvements. All trails in the park are closed until Spring 2026.",Park Closure,[],00:00.0,no,,
FFF97498-A5ED-466F-BFCB-912093BFBE2D,https://www.nps.gov/olym/planyourvisit/fire-conditions-and-updates.htm,Wildland Fire near Constance Pass Trail,olym,"On September 6, Olympic Interagency Fire crews discovered a lightning-caused fire start approximately 0.5 miles southeast of the Sunnybrook Wilderness Campsite in Olympic National Park. The fire – now named the Sunnybrook Meadow Fire - currently covers 1/10 of an acre in the Daniel J. Evans Wilderness. There are no closures or threats to public safety or infrastructure at this time.",Caution,[],00:00.0,no,,
7DEB7CE1-F94B-4A57-BC28-889CAE174A54,https://www.nps.gov/seki/planyourvisit/road-construction.htm,Mineral King Road Experiencing Construction Closures and Delays Except on Sundays,seki,"A portion of Mineral King Road inside Sequoia National Park is under construction. There is a mixture of up-to-30-minute delays and closures from 7 am to 7 pm Monday through Saturday. No delays or closures on Sundays or holidays. Click ""more"" for details:",Park Closure,"[{'title': 'Mineral King Road Construction', 'id': '7DEB7CE1-F94B-4A57-BC28-889CAE174A54', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",00:00.0,yes,,
EF614A2C-8A9A-4188-AED2-768723DD55A3,https://www.nps.gov/seki/planyourvisit/road-conditions.htm,A Few Small Roads Closed Due to Roadway Damage,seki,"These roads are closed due to roadway damage during past storm events and/or repairs to roadway damage: Middle Fork Rd, Redwood Canyon Rd, South Fork Rd, Crystal Cave Rd",Park Closure,"[{'title': 'Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events', 'id': 'EF614A2C-8A9A-4188-AED2-768723DD55A3', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",00:00.0,yes,,
A79675F3-3319-4234-9D68-5C3A6235E47D,,Increased Logging Activity on Swift Brook Road,kaww,"Logging trucks and other large machinery will be active on Swift Brook Road for an undetermined amount of time. Please use caution when driving. Always pull over for logging trucks, and wait until dust has cleared to continue moving.",Caution,[],00:00.0,no,,
82CEFAEC-8FEF-4A9F-AE73-6B010CE1AC6B,https://www.nps.gov/cato/planyourvisit/foxfield-deerfield-and-park-central-road-work-2025.htm,Catoctin Mountain Park announces upcoming closures on Foxville Deerfield and Park Central roads,cato,"Beginning Monday, August 11 through the end of October, portions of Foxville Deerfield and Park Central roads will be under construction. At times access will be limited or restricted. Click ""More"" for updated status and closure information.",Park Closure,[],00:00.0,yes,,
46FBB388-12CE-4D18-8CAD-A447A979E6E6,https://www.nps.gov/kaww/hunting.htm,Hunting Season Begins August 23rd,kaww,"Hunting season is upon us! Please stay alert and be mindful of the rights of lawful hunters. Hunting is permitted only East of the East Branch of the Penobscot River, but it is advised to wear high visibility clothing on all monument land.",Caution,[],00:00.0,no,,
C820F649-7E2E-4E1B-88D1-CA2392E67F1D,,Homestead Closure,anjo,"Until further notice the historic Andrew Johnson Homestead is closed to public access, this includes guided tours and education programs.",Park Closure,[],00:00.0,no,,
566FD123-18E3-4EC2-9ACD-279039711C63,,Phone Outage,biho,"Our site is experiencing connectivity issues with our phone system, and we are unable to receive calls. Please call 9-1-1 for emergencies. For all other inquiries, please email biho_visitor_information@nps.gov for a quicker response. Thank you for your patience while we resolve this issue.",Information,[],00:00.0,no,,
D92DD8F9-0926-4D69-862F-AADA89A1C965,,Katahdin Overlook Construction Closure,kaww,The Katahdin Overlook is currently closed for construction. Visitors are not permitted in the overlook area due to construction hazards. All other locations on the Loop Road are accessible.,Park Closure,[],00:00.0,no,,
2B0445F7-FB1E-43C4-83D0-325C60CEE428,,Temporary Closure of the Beaver Jim Villines' Boyhood Home,buff,"Beginning September 11, 2025, a temporary closure will be established for the Beaver Jim Villines' Boyhood Home to include the parking area along Highway 43. This area is across from the Ponca Access Road. The closure will remain in effect through October 10 to allow for construction at the site.",Park Closure,[],00:00.0,yes,,
BDA0DA92-BDDE-495E-A3CA-26EC77F84B33,,"Piñon Flats Campground, sites can be reserved 3 months in advance for 2026",grsa,"Due to the need for improvements in Piñon Flats Campground, sites can be reserved 3 months in advance beginning in 2026.",Information,[],00:00.0,no,,
3B931474-C462-434D-A98C-A574CB797687,https://www.nps.gov/wica/planyourvisit/calendar.htm,"Elk Bugling Programs Begin September 8, 2025",wica,"Elk bugling programs will be held at 7:00 pm on Monday, Wednesday and Saturday each week beginning September 8th and run through October 4th. Meet a park ranger outside the visitor center before caravanning in your own vehicle to the listening spot.",Information,[],00:00.0,no,,
E168ABFB-782F-41E2-949C-232B58C1582E,https://www.fs.usda.gov/r05/inyo/projects/reds-meadow-road-reconstruction,Reds Meadow Road Access Restrictions in 2025,depo,"Reds Meadow Road is tentatively open until October 6, 2025. The road and shuttle service, which provide access to Devils Postpile, are only open Saturdays and Sundays.",Park Closure,[],38:11.0,no,,
F97715E8-41B4-41EF-99F4-07E84CFC2B4D,,Ongoing Construction in Boott Mills Courtyard,lowe,"The Boott Cotton Mills Museum will remain open during all ongoing courtyard construction. Due to varying conditions, visitors are advised to follow all directional signs to access the museum entrance safely.",Information,[],00:15.0,no,,
D60C3159-C907-474C-8529-FAB572F7D37F,,Federal Highways Contractors will be mobilizing in the park on 9/10/2025 for two weeks.,petr,"Watch for construction crews, equipment, and changing traffic patterns. Obey posted signage and flagger instructions.  Reduced speed limits will be in effect near active work zones. Drive cautiously to protect workers and yourself. ",Caution,[],12:46.0,no,,
E01B1839-2CA8-4413-A56B-2952BDB63695,,Raceway Bridge Closed For Preservation,blrv,The Raceway Bridge is being replaced through mid-November. Please use Roosevelt Avenue entrances to access the park.,Park Closure,[],02:35.0,yes,,
0E3FD295-3681-4DEA-8A3F-D1E0C3043CC7,,Yellow Jacket (Vespula) Wasp Activity,havo,"Be aware of aggressive ground-nesting yellowjacket wasps. When threatened, leave the area. Do not swat wasps. If stung and you begin to experience serious symptoms or allergic reactions, call 911.",Caution,[],54:07.0,no,,
33F4F5BA-C2E7-4DE8-AE24-BC549BF2D715,https://www.nps.gov/olym/learn/news/mora-road-repair-will-require-single-lane-traffic-starting-on-september-9.htm,"Rialto Beach - Mora Road Repair Will Require Single-Lane Traffic, Up to 20-minute Delays",olym,"Starting on September 9, crews will stabilize and repair Mora Road - the road to Rialto Beach. The work will require single-lane traffic through the 0.25-mile work zone and may result in 20-minute delays.",Caution,[],51:45.0,no,,
8A5D7467-9F35-4FB8-A035-AE9DA6039BA9,https://www.nps.gov/dino/learn/news/quarryexhibithallfall2025closure.htm,Quarry Exhibit Hall Temporary Closure - September 8 through late October,dino,"The Quarry Exhibit Hall ""Wall of Bones"" is temporarily closed from September 8, 2025, to late October 2025 for a major road, parking lot, and sidewalk construction project. There will be no visitor access to the fossils in the quarry when closed.",Park Closure,[],46:44.0,yes,,
DBE45374-38F4-40F8-8B3D-454FE310AE09,,"Site Closure Beginning July 8, 2024",edal,The Edgar Allan Poe National Historic Site remains closed for a utilities improvement project. Check back fall 2025 for a reopening date.,Park Closure,[],26:42.0,no,,
A64F41B8-BC85-47B2-A30F-C767AADF4E0D,,9/5/2025 Evans Reopened,laro,"Effective immediately, Evans campground, day-use, group campsite, and boat launch are open to the public.",Information,[],01:30.0,no,,
8A0B13EA-1E6E-4881-8C31-6778E48F721D,https://www.nps.gov/mora/planyourvisit/park-construction.htm#SR-123-Closure,SR 123 is closed to all through traffic from Stevens Canyon Rd to Cayuse Pass in September 2025,mora,"Due to construction, SR 123 will be closed Sept 2 - 30 to all vehicles, pedestrians, & bicyclists from Stevens Canyon Road to Cayuse Pass / SR 410. Stevens Canyon Entrance remains open. Expect detours of 3-4 hours.",Park Closure,"[{'title': 'SR123 Closure', 'id': '8A0B13EA-1E6E-4881-8C31-6778E48F721D', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",37:14.0,yes,,
5768FC75-4AC2-4F5A-ABB3-E6317DCF4FB1,,Main Phone Line Out of Order,blsc,The Parks main phone line is currently out of service. The Visitor Center and Offices can be contacted at 432-426-3816 or 432-426-3094,Information,[],22:41.0,no,,
A0CB4766-2462-4F2A-B1B7-1A0EE48E29E2,https://www.nps.gov/hofu/learn/historyculture/apple-orchard.htm,Apple Picking will not be Available for the 2025 Season.,hofu,"A limited yield was expected this year but as particular varieties approached their ideal ripeness, virtually no apples were present. Learn more about the historic orchard",Information,[],15:25.0,no,,
22883896-50D9-496D-8AF5-6184DE3BA8F7,https://www.nps.gov/neri/learn/news/winter-closure-of-new-river-gorge-npp-s-cunard-road-for-improvements.htm,Cunard Road delays,neri,Cunard Road is open. There is a section of one lane road with a traffic light. Expect delays of 3 to 5 minutes to get by this area.,Information,[],10:24.0,yes,,
A9F67667-A5EB-47FE-9D06-62AA5CAE6C4C,https://www.nps.gov/petr/planyourvisit/directions.htm,"Attention Visitors, Cab drivers, Uber drivers, and transportation service drivers",petr,"DO NOT drop off your passengers at the visitor center. No trail access. Visitors must be driven to a trail system from the visitor center. If passengers want to go to the visitor center, WAIT FOR THEM in the parking lot until they come back out.",Information,[],54:03.0,no,,
B7E27E4B-2BED-4ED9-AE13-02664EFD1499,https://www.nps.gov/vafo/learn/management/meadow-management.htm,Herbicide Spraying Throughout the Park - Stay Out of Flagged Areas,vafo,"During summer 2025, park staff and contracted and permitted companies will be applying herbicide treatments in selected locations throughout the park. Affected areas will be flagged. Do not enter areas when flagging is present.",Caution,[],36:59.0,no,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
