id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,Park Name,Park Full Name,Type of Unit,State,Reg,Alpha,Unit,Road Closed Flag,date
01E8D872-D1CA-4976-8ADD-2F3256E18900,,Building Closures - Historic Preservation,HOFU,"There are a few projects underway. From time to time this may require that we close certain areas or structures for the protection of our staff, visitors, and park resources. We appreciate your understanding while we perform this critical work.",Information,[],2023-01-20 12:32:00.0,Hopewell Furnace,Hopewell Furnace National Historic Site,National Historic Site,PA,NER,HOFU,1.0,No,2024-04-19
EB51BF6C-B885-4976-8E3A-88851A094474,,Pacific Arch closed through February 23,WWII,"The Pacific Arch will be closed for maintenance through Feb 23. During this time, pedestrian access to the memorial is through the Atlantic Arch or ceremonial entrance on 17th Street. The accessible entrance is via the Atlantic Arch.",Information,[],2023-01-17 11:03:34.0,World War II Memorial,World War II Memorial,World War II Memorial,DC,NC,WWII,,No,2024-04-19
2608847B-13AF-44CE-B275-9144B94ACD3A,,1/15/2023 - Increasing Access to Visitor Center and Museum,COWP,"Beginning Sunday, Jan. 15, 2023, the visitor center at Cowpens NB will be open daily Wednesday to Sunday from 9:00 am to 5:00 pm. Restrooms and park grounds are open 7 days per week, except on federal holidays specified in the superintendent’s compendium.",Information,[],2023-01-15 08:47:42.0,Cowpens,Cowpens National Battlefield,National Battlefield,SC,SER,COWP,1.0,No,2024-04-19
9F990027-3A96-42B4-9707-F03F36D6AD66,https://twitter.com/MCNPRoadsFerry,Green River Ferry Status,MACA,The Green River Ferry Status can change without advanced warning. For the most up-to-date ferry status information please call the Green River Ferry Hotline at (270) 758-2166 or follow the Mammoth Cave Roads and Ferry Twitter feed. 2 vehicle limit.,Information,[],2023-01-09 15:08:05.0,Mammoth Cave,Mammoth Cave National Park,National Park,KY,SER,MACA,1.0,Yes,2024-04-19
8B0DE690-A1B9-4761-8DBC-2811F717586F,,The North Shoreline is Closed,FOPU,The shoreline is closed permanently for resource protection and visitor safety.,Information,[],2023-01-07 11:58:29.0,Fort Pulaski,Fort Pulaski National Monument,National Monument,GA,SER,FOPU,1.0,No,2024-04-19
7729B63A-1620-491A-B705-8269C375044D,,Walnut Canyon National Monument Hours and Trail Information,WACA,"Walnut Canyon is open daily from 9:00-5:00. The Island Trail is open from 9:00-4:00 and the Rim Trail is open from 9:00-4:30. Hikers must begin the trails before their closure times. There is no access to park trails, viewpoints or facilities after hours.",Information,[],2023-01-04 13:02:01.0,Walnut Canyon,Walnut Canyon National Monument,National Monument,AZ,IMR,WACA,1.0,No,2024-04-19
5AA9D962-5565-4777-84C1-7CB400606F46,,South Cut trail Partially Closed,CUIS,South Cut Trail is closed between the main road and Killman Field trail due to washout along the trail. Detour for that section is along Killman Field trail. South Cut trail from Killman Field trail to the beach is open.,Danger,[],2022-12-22 12:15:18.0,Cumberland Island,Cumberland Island National Seashore,National Seashore,GA,SER,CUIS,1.0,Yes,2024-04-19
3B5FCE65-66E3-4020-AB3C-F0062E6A73F7,,Migrant Notice,DRTO,"Like elsewhere in the Florida Keys, we have recently seen an increase in Cuban migrants arriving by boat from Cuba and landing on the islands of Dry Tortugas National Park. You may observe migrant landings at the park and visitor areas may be impacted.",Information,[],2022-12-21 13:55:40.0,Dry Tortugas,Dry Tortugas National Park,National Park,FL,SER,DRTO,1.0,No,2024-04-19
B11FDFA9-0555-4A58-B912-C21CA9D87687,,Masks are currently NOT REQUIRED when visiting Montezuma Castle National Monument,MOCA,Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are NOT REQUIRED inside Federal Buildings.,Information,[],2022-12-16 12:21:20.0,Montezuma Castle,Montezuma Castle National Monument,National Monument,AZ,IMR,MOCA,1.0,No,2024-04-19
EF19859D-C574-4970-8011-A669E772BB7D,,Masks are currently NOT REQUIRED when visiting Tuzigoot National Monument,TUZI,Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are NOT REQUIRED inside Federal Buildings.,Information,[],2022-12-16 12:15:43.0,Tuzigoot,Tuzigoot National Monument,National Monument,AZ,IMR,TUZI,1.0,No,2024-04-19
AB0A8E75-66AF-4A3A-93E8-F4A12A514826,,Big Bend is a NO DRONE Zone,BIBE,The use of drones is prohibited in Big Bend National Park. Thank you for preserving the peace and tranquility of Big Bend.,Information,[],2022-12-13 10:11:51.0,Big Bend,Big Bend National Park,National Park,TX,IMR,BIBE,1.0,No,2024-04-19
ED67DC47-409B-49F0-A965-6B9A50F2CFD8,,Casa Grande Ruins National Monument is Fee Free,CAGR,"Casa Grande Ruins National Monument no longer charges a fee to enter the monument. The annual and senior passes are no longer available for purchase, however we are still able to issue the free passes.",Information,[],2022-12-11 16:54:29.0,Casa Grande Ruins,Casa Grande Ruins National Monument,National Monument,AZ,IMR,CAGR,1.0,No,2024-04-19
2C95A7C1-52BF-4302-991A-E8BF097626ED,,William Floyd Estate,FIIS,The Old Mastic House is closed for renovations until further notice.,Information,[],2022-12-05 15:25:39.0,Fire Island,Fire Island National Seashore,National Seashore,NY,NER,FIIS,1.0,No,2024-04-19
03CF08B3-FBCA-488E-877A-6F6971E31B3B,https://www.nps.gov/safr/learn/historyculture/aquatic-park-pier.htm,Municipal Pier at Aquatic Park is closed due to safety concerns.,SAFR,"Municipal Pier is closed permanently. After a safety review with the U.S. Public Health Service, it was determined that the deterioration of Municipal Pier in Aquatic Park Cove is unsafe for public use.",Park Closure,[],2022-12-02 17:00:45.0,San Francisco Maritime,San Francisco Maritime National Historical Park,National Historical Park,CA,PWR,SAFR,1.0,No,2024-04-19
C935FA05-6744-4727-9B9F-7DD95C147074,https://www.nps.gov/thingstodo/gumo_hike_devils_hall_trail.htm,Devil's Hall is a Strenuous Hike,GUMO,The hike to Devil's Hall is rated as strenuous. The portion of the route in the wash requires rock scrambling and is dangerous when wet or if water is present. The wash surface is loose gravel and rocks and may be unstable.,Caution,[],2022-12-02 13:09:34.0,Guadalupe Mountains,Guadalupe Mountains National Park,National Park,TX,IMR,GUMO,1.0,Yes,2024-04-19
427FAFF9-E344-4241-8A66-A07C6559A689,https://www.nps.gov/jela/planyourvisit/conditions.htm,Park Unit Closures and Reopenings,JELA,"The Prairie Acadian Cultural Center in Eunice is closed. However, this site does have some outdoor programs. See the Calendar for event information. Some trails at the Barataria Preserve remain closed. Click ""more"" below for further information.",Park Closure,[],2022-11-28 14:11:04.0,Jean Lafitte,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,SER,JELA,1.0,No,2024-04-19
15236E37-1E48-4241-9CCE-EEB450871E3D,https://lp.constantcontactpages.com/su/esHgf3p/GWMPRehabUpdates,Reduced Speed Limit on North Parkway,GWMP,The speed limit on the northern section of the parkway has been reduced to 40 MPH in the work zone during the rehabilitation project. Click the link to sign up for updates on the project.,Caution,[],2022-11-23 09:28:24.0,George Washington,George Washington Memorial Parkway,Memorial Parkway,DC,NCR,GWMP,1.0,No,2024-04-19
B2093A11-F882-4171-A433-6B573373CD4C,https://www.nps.gov/crmo/planyourvisit/white-nose-syndrome-and-cave-permitting.htm,All Lava Tube Caves Closed for the Season,CRMO,All lava tube caves are closed for the season and no cave permits will be issued at this time.,Park Closure,[],2022-11-07 11:13:12.0,Craters Of The Moon,Craters of the Moon National Monument and Preserve,National Monument & Preserve,ID,PWR,CRMO,2.0,No,2024-04-19
AFFFB8DB-0D9C-4B30-8E39-4E03369112CE,,Center grass panel fenced off for over-seeding at Lincoln Park,CAHI,The National Park Service is improving grassy areas at Lincoln Park by aerating the soil and over-seeding the center grass panel. Fencing has been erected until the seeding has taken in the center panel.,Information,[],2022-10-31 14:45:57.0,,,,,,,,No,2024-04-19
7AE4E8F4-DAB7-4D52-98B2-1763E2A2CD17,,Faraway Ranch House Closure,CHIR,The Faraway Ranch Historic House is currently closed for restoration. No tours are being offered at this time.,Information,[],2022-10-30 17:27:16.0,Chiricahua,Chiricahua National Monument,National Monument,AZ,IMR,CHIR,1.0,No,2024-04-19
2195F97C-8253-44C3-9F90-894E9449E39B,,Pet Policy,AZRU,"Pets are not allowed inside the visitor center at Aztec Ruins, nor are they allowed on the archaeological trail through Aztec West. Pets are welcome in the parking lot, the picnic area, and along the Old Spanish Trail. Service animals are the exception.",Information,[],2022-10-27 17:38:35.0,Aztec Ruins,Aztec Ruins National Monument,National Monument,NM,IMR,AZRU,1.0,No,2024-04-19
77E4C74E-83BC-4397-9609-021BD83B9E6D,https://www.nps.gov/blsc/faqs.htm,Park in Progress,BLSC,"Blackwell School NHS is working toward establishment and is not yet an official park. Visitor services are very limited. For more information on how to visit, please visit our FAQ page.",Information,[],2022-10-18 17:17:32.0,,,,,,,,No,2024-04-19
5C091DC9-4062-4823-813B-8D38FD863B48,,Heavy Construction Vehicle Operations & Limited Amphitheater Accessibility,PAGR,Heavy construction vehicles are operating through the parking lot & Lower Overlook Park - use caution & be vigilant for hazards. Lower Overlook & Amphitheater access is via stairs only for construction duration.,Danger,[],2022-10-12 13:59:37.0,Paterson Great Falls,Paterson Great Falls National Historical Park,National Historical Park,NJ,NER,PAGR,1.0,Yes,2024-04-19
AD2C015F-4798-4474-87F2-331E97057534,,Birthplace Unit Open Daily!,ABLI,The Birthplace Visitors Center is open daily 9:00am to 5pm (ET) and the Memorial Building is open daily from 9:00am to 4:30pm (ET) Please be sure to ask about the Jr. Ranger Program for kids!,Information,[],2022-10-11 11:11:05.0,Abraham Lincoln Birthplace,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,SER,ABLI,1.0,No,2024-04-19
F1EB71B6-2F75-4C4B-B2F8-CDB31BDE8DF2,,Oakland Main House Self-Guided Tours,CARI,The interior of the Oakland Main House is ONLY open to the public on weekends from 10 a.m. to 2 p.m. All tours of the house are self-guided and occupancy within the building is limited. Please plan accordingly.,Information,[],2022-10-08 14:52:46.0,Cane River Creole,Cane River Creole National Historical Park,National Historical Park,LA,SER,CARI,1.0,No,2024-04-19
B7AFC7F8-D145-41CF-A256-22F2DF23D188,https://www.nps.gov/zion/planyourvisit/campgrounds-in-zion.htm,Camp only in campgrounds,ZION,"If you camp in a vehicle in an area that is not a designated campground, you may get a citation. Learn more about opportunities to camp in Zion.",Information,[],2022-10-05 12:46:27.0,Zion,Zion National Park,National Park,UT,IMR,ZION,1.0,Yes,2024-04-19
A08632AD-C46C-47F1-A05A-A504CA6DCA39,,Ongoing work on Lower Town buildings,HAFE,Facilities staff are doing repair work on several buildings in Lower Town. Please follow signs for alternate entrances and heed temporary closures.,Caution,[],2022-09-30 08:47:43.0,Harpers Ferry,Harpers Ferry National Historical Park,National Historical Park,WV,NCR,HAFE,1.0,No,2024-04-19
499097F4-7DC3-45DB-B621-678BB0BEDD83,,Landing at Hwy 137,NIOB,The highway 137 bridge landing sustained flood damage in 2019 and the landing restoration by NDOT has been completed. The area is smaller than in the past and the access to the water is steeper. Use caution when accessing the landing,Information,[],2022-09-20 13:15:16.0,Niobrara,Niobrara National Scenic River,National Scenic River,NE,MWR,NIOB,1.0,Yes,2024-04-19
1BCCCF92-74A6-4596-A8B9-F850FE9BB24D,https://www.nps.gov/dena/planyourvisit/conditions.htm,Park Operations Altered Due to Pretty Rocks Landslide,DENA,Summer access to facilities and services in Denali remains altered due to the Pretty Rocks Landslide and the associated closure of the Park Road at Mile 43. Check here for more information on what to expect.,Park Closure,[],2022-09-19 14:11:22.0,Denali,Denali National Park and Preserve,National Park & Preserve,AK,AKR,DENA,2.0,Yes,2024-04-19
DA28AF69-22BC-4A09-8078-79B232952B9D,https://www.cdc.gov/coronavirus/2019-ncov/your-health/covid-by-county.html,Face Masks Optional,CHAT,"The NPS face mask guidance is based on the CDC’s COVID-19 Community Levels tool. Face masks are currently optional at Chattahoochee River National Recreation Area, however you are welcome to wear a mask if it makes you more comfortable.",Information,[],2022-09-19 13:13:32.0,Chattahoochee River,Chattahoochee River National Recreation Area,National Recreation Area,GA,SER,CHAT,1.0,No,2024-04-19
D2F6C023-165E-4CFE-A8B2-C3566BC90037,,Boater Awareness,BISC,Please use caution in park waters due to navigational markers that may be missing or moved due to unforeseen circumstances.,Caution,[],2022-09-07 17:29:16.0,Biscayne,Biscayne National Park,National Park,FL,SER,BISC,1.0,No,2024-04-19
95EF050C-A40C-436B-AC52-AFF0ECC57E10,https://www.nps.gov/articles/plan-like-a-park-ranger-top-10-tips-for-visiting-canyonlands.htm,Expect long lines to enter the park,CANY,"Between March and November, particularly on busy holiday weekends, you may experience long lines at the entrance road. Parking lots at popular trailheads and viewpoints will fill early. Pack your patience and arrive early to avoid crowds.",Information,[],2022-08-29 14:22:46.0,Canyonlands,Canyonlands National Park,National Park,UT,IMR,CANY,1.0,Yes,2024-04-19
68BC3FB8-27BE-4712-B9A6-610786161158,,Louisiana Circle Closed,VICK,Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.,Park Closure,[],2022-08-19 11:14:15.0,Vicksburg,Vicksburg National Military Park,National Military Park,MS,SER,VICK,1.0,Yes,2024-04-19
FF05421B-371B-407C-A3F8-B3F3415F02AB,,Ancestral Chamber temporarily closed,AFBG,Several features within the Monument’s outdoor memorial are temporarily closed due to safety concerns. The Ancestral Chamber is showing signs of stress and must be assessed prior to reopening. See https://www.nps.gov/afbg/learn/news/temp-closure-ac.htm,Park Closure,[],2022-08-12 10:09:42.0,African Burial Ground,African Burial Ground National Monument,National Monument,NY,NER,AFBG,1.0,No,2024-04-19
ABD4B903-9726-4AA7-861F-0BA4BDE32B8F,,Use Caution on Roads with Debris,CAMO,"Flooding has resulted in debris along many roads within the park boundaries. Please use caution when driving on paved roads and watch for road crews at work. Be aware that unimproved and dirt roads may be impassible due to washouts, so plan accordingly.",Caution,[],2022-07-27 16:50:27.0,Castle Mountains National Monument,Castle Mountains National Monument,Castle Mountains National Monument,CA,PW,CAMO,,Yes,2024-04-19
BE7DEE39-68D0-4877-B19B-FC1A4C3079C4,https://www.nps.gov/hafo/planyourvisit/directions.htm,Use Caution with GPS Navigation,HAFO,"The new visitor center is located at 17970 US Hwy 30, about one mile north of downtown Hagerman and the old visitor center. Highway signs and GPS navigation may not yet be up-to-date.",Caution,[],2022-07-25 17:16:47.0,Hagerman Fossil Beds,Hagerman Fossil Beds National Monument,National Monument,ID,PWR,HAFO,1.0,Yes,2024-04-19
3D85A30C-F5B4-48C2-B8BF-282F7AB83318,,Covid-19 Response,WHMI,"Federal guidelines require masks be worn inside the Whitman Mission National Historic Site Visitor Center while the CDCs COVID-19 Community Level tool shows ""High"" in Walla Walla County. Check the tool on Fridays to see updates",Information,[],2022-07-01 14:26:37.0,Whitman Mission,Whitman Mission National Historic Site,National Historic Site,WA,PWR,WHMI,1.0,No,2024-04-19
F478E06F-B880-46F9-BD70-E16B01F3C522,https://www.nps.gov/glca/planyourvisit/lake-powell-marinas.htm,Difficult conditions complicate Cataract Canyon takeouts,CANY,"Hite Ramp is closed. The North Wash take-out is a primitive, unimproved dirt take-out. You will not be able to back a trailer down the dirt slope. Recent washouts have further deteriorated conditions.",Caution,[],2022-06-24 12:44:28.0,Canyonlands,Canyonlands National Park,National Park,UT,IMR,CANY,1.0,No,2024-04-19
420E3254-64C6-44F4-84DB-892B7CCFBA2C,,Appropriate Footwear Required for Cave Tours,JECA,"Visitors are required to wear completely enclosed shoes if participating in a cave tour, like tennis shoes, sneakers or hiking boots. Any type of sandals or shoes with any openings are NOT acceptable.",Information,[],2022-06-22 15:55:00.0,Jewel Cave,Jewel Cave National Monument,National Monument,SD,MWR,JECA,1.0,No,2024-04-19
1245DA9C-95AC-433D-8DF9-27BE6E0BD11F,,Sidewalk scaffolding at Federal Hall,FEHA,"Protective sidewalk scaffolding has been erected around the building to protect the public from falling materials. Later this year, additional scaffolding will be installed while we conduct an in-depth condition assessment of the building façade.",Danger,[],2022-06-09 10:27:55.0,Federal Hall,Federal Hall National Memorial,National Memorial,NY,NER,FEHA,1.0,No,2024-04-19
F7E4E5F6-7298-4DC2-B175-A3CD67443732,https://www.nps.gov/muwo/planyourvisit/know-before-you-go.htm,"Parking & Shuttle Reservations Always Required - See ""Know Before You Go"" for Details",MUWO,"Reservations are required for all personal vehicles and shuttle riders at Muir Woods. You can make your reservation by visiting www.gomuirwoods.com. Visit our ""Know Before You Go"" webpage to learn more important details before your visit.",Information,[],2022-06-01 11:43:35.0,Muir Woods,Muir Woods National Monument,National Monument,CA,PWR,MUWO,1.0,Yes,2024-04-19
D40BAB0A-CE27-43FD-A2C8-1B2A93C7D0F0,,North Union Avenue and Grant's Circle Closed,VICK,"Due to weather related incidents, North Union Avenue and Grant's Circle are closed to vehicular and recreational traffic. Entering these areas is prohibited. A portion of Grant Avenue is open for touring.",Park Closure,[],2022-06-01 10:40:10.0,Vicksburg,Vicksburg National Military Park,National Military Park,MS,SER,VICK,1.0,Yes,2024-04-19
3E525E31-2E2B-4EAC-B507-58D2E7F81F87,https://nps.gov/lavo/learn/management/compendium.htm/index.htm#emergency_closures,Emergency Closures in Burned Areas,LAVO,"Closures are in place for some facilities, infrastructure, and areas affected by the 2021 Dixie Fire. Please adhere to all closures indicated by CLOSED signs or described in emergency closure notices.",Park Closure,[],2022-05-27 23:38:39.0,Lassen Volcanic,Lassen Volcanic National Park,National Park,CA,PWR,LAVO,1.0,No,2024-04-19
6B40A1A1-5BA1-41F3-AC4D-3CBAB1D8E558,https://www.nps.gov/lavo/planyourvisit/burned-area-safety.htm,Be Aware of Burned Area Hazards,LAVO,"Numerous hazards exist in areas affected by the 2021 Dixie Fire. Be prepared for falling/fallen trees or limbs, loose/falling rock, undefined/unmarked trails, and hidden stump holes. Click more to learn about burned area safety.",Caution,[],2022-05-27 16:24:25.0,Lassen Volcanic,Lassen Volcanic National Park,National Park,CA,PWR,LAVO,1.0,No,2024-04-19
B68C70B3-39EB-40C3-980F-86BAA4AFCF87,https://www.nps.gov/bicy/planyourvisit/orv-use.htm?fbclid=IwAR0vd4rqdg71qFHnwki3H31mptZn2Y56WEZv7pMfPwdbFicoYBpzewj4mYc,Off Road Vehicle Inspections UPDATE: 5/27/22,BICY,"Beginning 5/27 ORV renewals & new permits will be issued at the Nathanial P. Reed Visitor Center Friday-Monday, 9am-1:30pm. No permits will be issued Tuesday-Thursday. Permits will be issued first-come first-served. Visit our ORV page for more information",Information,[],2022-05-24 10:29:08.0,Big Cypress,Big Cypress National Preserve,National Preserve,FL,SER,BICY,1.0,No,2024-04-19
873357A4-0BD6-41B9-8104-F490CC8CE870,,Jeremy's Run Trail from the boundary,SHEN,The boundary access to Jeremy's Run Trail across private property at State Route 611 is temporarily closed by the landowner. The park trail remains open. Hikers must access Jeremy's Run from Skyline Drive. The park is working to resolve the situation.,Information,[],2022-05-16 13:17:15.0,Shenandoah,Shenandoah National Park,National Park,VA,NER,SHEN,1.0,Yes,2024-04-19
560629E4-9A3E-48CE-B065-ED995CE0C046,,Expect Crowding,CUVA,Parking lots and popular destinations are crowded especially on weekends and days with warm weather between 10 a.m. and 3 p.m.,Information,[],2022-05-05 08:17:48.0,Cuyahoga Valley,Cuyahoga Valley National Park,National Park,OH,MWR,CUVA,1.0,No,2024-04-19
AF5432B0-42C0-460C-849B-9A36306B8FB1,https://www.nps.gov/bibe/planyourvisit/pets.htm,Bringing a Pet to Big Bend?,BIBE,"Bringing your pet to Big Bend National Park will limit some of your park explorations and opportunities. Pets are not allowed on park trails, in the backcountry, or on the river. Pets are allowed only where vehicles can go. Pets may not be left unattended",Information,[],2022-05-04 15:01:26.0,Big Bend,Big Bend National Park,National Park,TX,IMR,BIBE,1.0,Yes,2024-04-19
525AC753-4A81-40D1-B33B-75775A2E3733,https://www.nps.gov/mawa/planyourvisit/things2do.htm,Reservations No Longer Needed for House Tours,MAWA,"We are no longer taking reservations for house tours unless you have a group of 10 or more people. Daily tours will be offered on a first-come, first-served basis with a max of 10 people / tour.",Information,[],2022-04-26 09:18:14.0,Maggie L Walker,Maggie L Walker,National Historic Site,VA,NER,MAWA,1.0,No,2024-04-19
F144C3F9-7A34-4907-9192-812766C0801D,,Closure of Old Fort: Monday through Wednesday,FOWA,"The old fort will be closed on Mondays, Tuesdays, and Wednesdays. Park Grounds - Open: 7:00 a.m. to sunset daily",Park Closure,[],2022-04-12 17:17:02.0,Fort Washington,Fort Washington Park,Park,MD,NCR,FOWA,1.0,No,2024-04-19
1F1EFB08-C97F-4ECA-A485-78B85823C927,https://www.nps.gov/sacr/planyourvisit/hours.htm,Operating Hours & Seasons,SACR,The park is normally open year-round during daylight hours. Some park facilities are closed during the winter.,Information,[],2022-04-01 16:25:57.0,Saint Croix Island,Saint Croix Island International Historic Site,International Historic Site,ME,NER,SACR,1.0,No,2024-04-19
9D4F9E3F-CD66-48F2-86A8-F9DCA33881DF,,Dangerous Highway Crossing,TAPR,"Highway 177 is 60 mph with a blind spot directly across from the house. Safely use the highway underpass to the Fox Creek Trail just south of the visitor center parking lot. Be smart, stay alive.",Caution,[],2022-03-26 15:20:42.0,Tallgrass Prairie,Tallgrass Prairie National Preserve,National Preserve,KS,MWR,TAPR,1.0,Yes,2024-04-19
F68C877B-7C3C-4307-8CD7-EE9B02F8C859,https://www.nps.gov/guis/planyourvisit/pets.htm,No Dogs on Beach,GUIS,Dogs and pets are not allowed on any of the beaches in Gulf Islands National Seashore. Visit the pet rules page for information.,Information,[],2022-03-23 13:43:17.0,Gulf Islands,Gulf Islands National Seashore,National Seashore,"FL,MS",SER,GUIS,1.0,No,2024-04-19
FC61B091-3BAC-47BD-9A18-E39D580BCB13,,COVID-19 Mask Requirement,BICA,Mask requirements vary from park to park and are dependent upon local public health status.,Information,[],2022-03-11 17:10:21.0,Bighorn Canyon,Bighorn Canyon National Recreation Area,National Recreation Area,"MT,WY",IMR,BICA,1.0,No,2024-04-19
1656284D-0C2D-4E3E-A130-CCC0938A6A5C,https://www.nps.gov/blri/planyourvisit/conditions.htm,COVID-19 Mask Requirement,BLRI,The NPS has updated its masking guidance based on the CDC’s COVID-19 Community Levels tool. Masking requirements will vary along the parkway based on local conditions. Masks are still required on all forms of enclosed public transportation.,Information,[],2022-03-09 16:30:42.0,Blue Ridge,Blue Ridge Parkway,Parkway,"NC,VA",SER,BLRI,1.0,No,2024-04-19
745AE52C-87FD-48B3-99F0-B56B13ED9C7B,https://www.nps.gov/mnrr/learn/news/covid-19.htm,Visitor Contact Station Open,MNRR,"In accordance with CDC recommendations, state, and county health guidance, we have resumed visitor services with modified operations. CDC guidance for COVID-19 includes social distancing. Mask wearing is now optional inside all NPS buildings.",Information,[],2022-03-09 16:13:19.0,Missouri,Missouri National Recreational River,National Recreational River,SD,MWR,MNRR,1.0,No,2024-04-19
10B134CA-A734-43C0-BEE8-EF2E4364FF68,,Face masks are now optional,NATC,"As Covid-related numbers have dipped below the CDC determined High Rate of Transmission in Adams County, Mississippi, face masks are no longer required in all NPS buildings at Natchez National Historical Park. Wearing of face masks is optional.",Information,[],2022-03-09 15:31:41.0,Natchez,Natchez National Historical Park,National Historical Park,MS,SER,NATC,1.0,No,2024-04-19
3F3103C5-37C2-4A3E-85CF-40C3564D9F24,,Masks are Optional in the White House Visitor Center,WHHO,"Consistent with CDC guidance regarding areas of low transmission (Washington, DC is currently low), the wearing of masks in the White House Visitor Center is optional.",Information,[],2022-03-07 14:38:58.0,President's Park (White House),White House,,DC,NCR,WHHO,1.0,No,2024-04-19
CEFF5F41-16C4-4CD0-A52A-E8B9F668C83E,https://www.weather.gov/beach/mob,Rip Current Status,GUIS,Review rip current status prior to visiting the park.,Caution,[],2022-02-28 16:28:38.0,Gulf Islands,Gulf Islands National Seashore,National Seashore,"FL,MS",SER,GUIS,1.0,No,2024-04-19
2F041674-8CA9-4C90-AB98-9C1EA086F622,,Fee Stations Credit Card Only,CASA,Fee Stations are only accepting credit cards for the purchase of entry tickets and passes.,Information,[],2022-02-28 09:58:39.0,Castillo De San Marcos,Castillo de San Marcos National Monument,National Monument,FL,SER,CASA,1.0,No,2024-04-19
87601F9E-85A9-4283-BB8B-40E8217F6EFF,,Portrait Photography Requires a Permit,WEFA,"Any portrait photography session (school photos, family portraits, engagement photos, etc.) requires a permit. Visit our Permits and Reservations Page for call 203-834-1896 x13 for more info.",Information,[],2022-02-22 12:32:37.0,Weir Farm,Weir Farm National Historical Park,National Historic Site,CT,NER,WEFA,1.0,No,2024-04-19
72B72746-8FC9-4696-B495-6E50E747CE8C,,Stamp Status,COLT,"Unfortunately, since we are not an official park yet, we do not currently have a park stamp.",Information,[],2022-02-22 11:20:22.0,,,,,,,,No,2024-04-19
CB0EF026-10F8-451D-8B2F-8C737FDF64A7,,Fee Stations Credit Card Only,GUIS,Fee Stations are only accepting credit cards for the purchase of passes. Visitors can also purchase digital passes in advance at www.recreation.gov/sitepass/74285,Information,[],2022-01-24 10:57:18.0,Gulf Islands,Gulf Islands National Seashore,National Seashore,"FL,MS",SER,GUIS,1.0,No,2024-04-19
B56BA50A-4309-4257-9C62-5D9A3F556F6E,https://www.nps.gov/pinn/planyourvisit/hours.htm,High Crowds & Park Capacity,PINN,"High visitation may require limiting access to Bear Gulch and other parking areas in the park. If all parking lots reach capacity, incoming traffic will not pass the campground until space is available. This occurs most often between 8a and 3p on weekends",Information,[],2022-01-19 14:37:31.0,Pinnacles,Pinnacles National Park,National Park,CA,PWR,PINN,1.0,No,2024-04-19
77BC12DD-AF43-456E-BE59-9E8C9A2DFB00,,Phones Are Not Operational,KALA,"We continue to experience intermittent outages with our phone lines. If your call does not go through, please try again later, or try to leave us a message and we will get back to you. Thank you for your understanding.",Information,[],2022-01-04 19:40:04.0,Kalaupapa,Kalaupapa National Historical Park,National Historical Park,HI,PWR,KALA,1.0,No,2024-04-19
500C0309-29DA-4489-8E39-24B5B3CBE5F8,https://www.nps.gov/kefj/planyourvisit/conditions.htm#EG-Canyon-Closure,Canyon from Toe of Exit Glacier to the Outwash Plain,KEFJ,"The canyon from the toe of Exit Glacier to where Exit Creek opens into the Outwash Plain is susceptible to sudden outburst flood events. These events produce sudden surges of water, ice and rock. The canyon is dangerous and travel is not recommended.",Danger,[],2021-10-22 17:15:05.0,Kenai Fjords,Kenai Fjords National Park,National Park,AK,AKR,KEFJ,1.0,No,2024-04-19
FC8CE241-A446-472C-9332-853F8F596FBB,,Fort Pulaski Entrance Fees are Credit/Debit Only,FOPU,The park is no longer accepting cash for entrance fees. Credit and debit cards are the only method of payment currently being accepted.,Information,[],2021-08-18 13:12:33.0,Fort Pulaski,Fort Pulaski National Monument,National Monument,GA,SER,FOPU,1.0,No,2024-04-19
BA22FF09-4DC0-4112-AA39-866A4EBFD3BC,,Bike rentals are not available at this time,CUIS,"Bike rentals on Cumberland Island are not available at this time. Although rental bikes will not be available, with a reservation and a modest fee the ferry can transport up to 15 personal bikes to the island.",Information,[],2021-08-17 16:46:10.0,Cumberland Island,Cumberland Island National Seashore,National Seashore,GA,SER,CUIS,1.0,No,2024-04-19
B8B514FF-CF41-4AD8-8F8E-0CBC62AD8B48,,All 3 petroglyph viewing trails are open. No trails at VC. WNPA Park Store open 9am - 4pm.,PETR,"Drive to petroglyph viewing trails: Boca Negra Canyon (open 8:30 am - 4 pm); Rinconada and Piedras Marcadas Canyons (open 8 am to 5 pm). The Volcanoes Day Use Area (no petroglyphs, open 9 am to 5 pm). WNPA Park Store open for shopping 9am - 4pm daily.",Information,[],2021-08-06 10:49:22.0,Petroglyph,Petroglyph National Monument,National Monument,NM,IMR,PETR,1.0,No,2024-04-19
