Data Periods,Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,3: Wednesday (W-W),2: Peak AM (6am-10am),12,5142,5142,28.8,28.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,3: Wednesday (W-W),3: Mid-Day (10am-3pm),75,2581,3331,13.4,14.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,3: Wednesday (W-W),4: Peak PM (3pm-7pm),50,4176,4669,22.7,22.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,4: Thursday (Th-Th),0: All Day (12am-12am),137,4928,4735,25.3,23.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,4: Thursday (Th-Th),2: Peak AM (6am-10am),62,5369,5117,26.1,27.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),50,4487,4487,24.5,24.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),25,0,4277,0,11.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,5: Friday (F-F),0: All Day (12am-12am),174,4114,4164,28.4,27.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,5: Friday (F-F),2: Peak AM (6am-10am),50,2789,2789,17.4,17.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,5: Friday (F-F),3: Mid-Day (10am-3pm),75,4898,4884,34.6,30.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,5: Friday (F-F),4: Peak PM (3pm-7pm),37,3206,3206,7.6,7.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,5: Friday (F-F),5: Late PM (7pm-12am),12,8217,8217,104.3,104.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,6: Saturday (Sa-Sa),0: All Day (12am-12am),199,4150,4848,24.2,23.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),62,2257,4040,10.7,12.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),99,5863,6404,35.9,35,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),37,2045,2045,10.2,10.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,7: Sunday (Su-Su),0: All Day (12am-12am),189,3310,3445,15.6,16.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,7: Sunday (Su-Su),1: Early AM (12am-6am),10,2722,2722,11.4,11.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,7: Sunday (Su-Su),2: Peak AM (6am-10am),40,3046,3046,7.3,7.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),129,3673,3814,20,21.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),10,962,962,3.3,3.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),0: All Day (12am-12am),471,4365,4708,23.9,25.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),1: Early AM (12am-6am),20,10179,5339,143.9,38.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),2: Peak AM (6am-10am),53,3548,3771,14.4,16.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),277,4502,4973,25.3,26.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),116,4439,4458,23.7,23.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),5: Late PM (7pm-12am),5,1032,3121,7.6,15.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),0: All Day (12am-12am),347,3440,4162,24.8,24.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),1: Early AM (12am-6am),9,0,4382,0,28.9,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),2: Peak AM (6am-10am),38,1873,3564,8.1,15.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),3: Mid-Day (10am-3pm),178,3559,4289,30.5,28.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),4: Peak PM (3pm-7pm),113,3649,3880,18.3,19.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),5: Late PM (7pm-12am),9,0,7298,0,32.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),0: All Day (12am-12am),364,4051,4846,19.1,23,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),12,0,6042,0,28.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),70,2907,2907,9.1,9.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),176,5981,6520,27.3,29.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),106,2737,3217,17.2,20.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),0: All Day (12am-12am),293,5624,5919,30.6,32.9,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),1: Early AM (12am-6am),12,0,4025,0,27,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),3: Mid-Day (10am-3pm),176,6329,6545,33.2,36.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),4: Peak PM (3pm-7pm),106,4215,5087,25.3,27.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,4: Thursday (Th-Th),0: All Day (12am-12am),270,5415,5337,21.7,23.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,4: Thursday (Th-Th),2: Peak AM (6am-10am),70,5409,4839,23.7,25.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),164,5178,5329,20.3,22.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),35,6372,6372,25,25,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,5: Friday (F-F),0: All Day (12am-12am),634,3977,4279,16.8,19,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,5: Friday (F-F),1: Early AM (12am-6am),23,0,5583,0,34,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,5: Friday (F-F),2: Peak AM (6am-10am),35,5267,4535,16.3,15.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,5: Friday (F-F),3: Mid-Day (10am-3pm),364,3545,4136,16.3,19,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,5: Friday (F-F),4: Peak PM (3pm-7pm),211,4465,4339,17.6,17.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,6: Saturday (Sa-Sa),0: All Day (12am-12am),927,4238,4543,27.9,27.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,6: Saturday (Sa-Sa),1: Early AM (12am-6am),35,0,5007,0,31.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),82,3010,3010,18.4,18.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),598,4417,4873,27.8,27.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),188,4811,4512,36.5,33.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),23,1032,1032,7.6,7.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,7: Sunday (Su-Su),0: All Day (12am-12am),488,4626,4851,25.1,27.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,7: Sunday (Su-Su),1: Early AM (12am-6am),47,10179,5755,143.9,51,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,7: Sunday (Su-Su),2: Peak AM (6am-10am),75,3563,4103,10.1,14.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),300,4317,4733,24,28.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),66,6335,5598,24.4,23.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,0: All Days (M-Su),0: All Day (12am-12am),887,3605,3901,24,24.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,0: All Days (M-Su),1: Early AM (12am-6am),37,3526,3471,30.6,30.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,0: All Days (M-Su),2: Peak AM (6am-10am),158,2791,3078,19.6,20,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),471,3836,4194,24.7,26,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),205,3812,4000,25.2,25.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,0: All Days (M-Su),5: Late PM (7pm-12am),16,2266,3132,17.6,19.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,1: Monday (M-M),0: All Day (12am-12am),576,3035,3706,18.5,21,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,1: Monday (M-M),1: Early AM (12am-6am),23,3002,3002,10.3,10.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,1: Monday (M-M),2: Peak AM (6am-10am),99,3065,3518,23.9,23.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,1: Monday (M-M),3: Mid-Day (10am-3pm),273,3168,4121,16.9,20.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,1: Monday (M-M),4: Peak PM (3pm-7pm),140,3131,3460,20.8,22.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,1: Monday (M-M),5: Late PM (7pm-12am),41,1837,2617,14.8,17.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,2: Tuesday (Tu-Tu),0: All Day (12am-12am),763,3185,3420,21.8,22.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),51,4501,4501,49.8,49.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),153,2392,2481,18.7,17.9,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),378,3339,3722,20.5,21.9,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),167,3118,3289,18.4,19.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),15,3163,3163,21.6,21.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,3: Wednesday (W-W),0: All Day (12am-12am),436,3529,4234,22.2,26.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,3: Wednesday (W-W),1: Early AM (12am-6am),15,2518,2518,28.5,28.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,3: Wednesday (W-W),2: Peak AM (6am-10am),87,2496,2496,18.9,18.9,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,3: Wednesday (W-W),3: Mid-Day (10am-3pm),189,3532,4800,17.8,26.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,3: Wednesday (W-W),4: Peak PM (3pm-7pm),145,4428,4714,29.6,30.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,4: Thursday (Th-Th),0: All Day (12am-12am),334,4007,4443,20.4,21.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,4: Thursday (Th-Th),1: Early AM (12am-6am),15,3178,3178,12.8,12.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,4: Thursday (Th-Th),2: Peak AM (6am-10am),58,3084,4650,15.5,17.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),182,4628,4794,24.7,25.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),65,3165,3784,12.4,15.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,4: Thursday (Th-Th),5: Late PM (7pm-12am),15,1293,3461,13.5,22.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,5: Friday (F-F),0: All Day (12am-12am),1054,3944,4061,25.7,25.1,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,5: Friday (F-F),1: Early AM (12am-6am),36,5907,4537,65.8,47.6,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,5: Friday (F-F),2: Peak AM (6am-10am),167,3733,3773,27,25.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,5: Friday (F-F),3: Mid-Day (10am-3pm),589,3722,4045,21.8,22.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,5: Friday (F-F),4: Peak PM (3pm-7pm),262,4463,4214,30.2,26.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,6: Saturday (Sa-Sa),0: All Day (12am-12am),1962,3826,3980,26.3,26,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,6: Saturday (Sa-Sa),1: Early AM (12am-6am),80,3105,3105,23.3,23.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),283,3072,3092,22.3,21.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1105,4174,4324,28.2,28.4,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),458,3695,3876,25.1,23.8,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),36,2704,3710,20.8,19.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,7: Sunday (Su-Su),0: All Day (12am-12am),1105,3491,3799,25,26.3,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,7: Sunday (Su-Su),1: Early AM (12am-6am),41,2878,2878,25,25,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,7: Sunday (Su-Su),2: Peak AM (6am-10am),250,2148,2682,12.4,15.7,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),599,3813,4091,28.5,29.5,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Paradise Hill Road (near Cadillac Entrance Road),yes,203,yes,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),215,4191,4461,28.9,30.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,0: All Days (M-Su),0: All Day (12am-12am),200,3975,4567,21.3,23.2,,
"Nov 01, 2020 - Nov 30, 2020",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,0: All Days (M-Su),2: Peak AM (6am-10am),10,2775,4391,6.3,20.3,,
